Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Arrests_PD_DESC,Arrests_AGE_GROUP,Arrests_PERP_SEX,Arrests_PERP_RACE,Complaint_LAW_CAT_CD,Complaint_PD_DESC,Complaint_PREM_TYP_DESC,Complaint_SUSP_AGE_GROUP,Complaint_SUSP_RACE,Complaint_SUSP_SEX,Complaint_VIC_AGE_GROUP,Complaint_VIC_RACE,Complaint_VIC_SEX,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE,sector index
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED INFRACTION",25-44,M,ASIAN / PACIFIC ISLANDER,,,,,,,,,,,,,,,,,,3140
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,BLACK,,,,,,,,,,,,,,,,,,3141
Following Too Closely,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,BLACK,,,,,,,,,,,,,,,,,,3142
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,BLACK,,,,,,,,,,,,,,,,,,3143
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,45-64,ASIAN / PACIFIC ISLANDER,F,,,,,,,,,3144
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,25-44,BLACK,M,<18,BLACK,F,,,,,,,,,3145
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,WHITE,FELONY,PROMOTING A SEXUAL PERFORMANCE,RESIDENCE - APT. HOUSE,25-44,BLACK,M,UNKNOWN,UNKNOWN,E,,,,,,,,,3146
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,ASIAN / PACIFIC ISLANDER,,,,,,,,,,,,,,,,,,3147
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,PASSENGER VEHICLE,PROSTITUTION,25-44,M,WHITE,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 2,CHAIN STORE,45-64,BLACK,M,UNKNOWN,UNKNOWN,D,,,,,,,,,3148
Traffic Control Disregarded,Sedan,Sedan,,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",25-44,M,WHITE,,,,,,,,,,,,,,,,,,3149
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE,F,,,,,,,,,3183
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,MISDEMEANOR,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,25-44,WHITE,F,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,3184
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,65+,WHITE,F,,FALSE,25-44,M,BLACK,25-44,M,WHITE,3185
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,65+,WHITE,F,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,25-44,F,BLACK,3186
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESIDENCE - APT. HOUSE,UNKNOWN,WHITE,M,25-44,UNKNOWN,F,,,,,,,,,3187
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,FELONY,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,,,,,,,,,3188
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,F,,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,3190
Failure to Yield Right-of-Way,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,25-44,WHITE,M,,,,,,,,,3191
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"TRESPASS 3, CRIMINAL",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",BANK,UNKNOWN,UNKNOWN,M,UNKNOWN,UNKNOWN,D,,,,,,,,,3192
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,UNAUTHORIZED USE VEHICLE 2,STREET,45-64,BLACK,M,45-64,ASIAN / PACIFIC ISLANDER,F,,FALSE,,,,25-44,M,BLACK HISPANIC,3193
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"CRIMINAL MISCHIEF 4TH, GRAFFIT",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3194
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE HISPANIC,M,,,,,,,,,3195
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3196
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN",COMMERCIAL BUILDING,(null),(null),(null),UNKNOWN,UNKNOWN,D,,FALSE,25-44,M,BLACK,18-24,M,BLACK,3197
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE-HOUSE,45-64,UNKNOWN,M,45-64,WHITE HISPANIC,F,,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK,3198
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,45-64,WHITE HISPANIC,M,25-44,ASIAN / PACIFIC ISLANDER,F,,,,,,,,,3199
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,,TRUE,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,3200
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,,FALSE,,,,18-24,M,BLACK HISPANIC,3201
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,F,WHITE HISPANIC,MISDEMEANOR,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE HISPANIC,M,,FALSE,,,,25-44,M,ASIAN / PACIFIC ISLANDER,3202
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,MULTI DWELL - APT BUILD,TRUE,,,,25-44,F,BLACK,3203
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,MISDEMEANOR,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,,,,,,,,,3204
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,18-24,WHITE HISPANIC,F,25-44,WHITE,M,,FALSE,18-24,M,BLACK,<18,M,WHITE HISPANIC,3205
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,,,,,,,,,,,,,,,,,,,,3206
Fatigued/Drowsy,Sedan,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,"PARKR&R,UNCLASSIFIED VIOLATION",25-44,M,WHITE,,,,,,,,,,,,,,,,,,3207
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"MARIJUANA, POSSESSION 4 & 5",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,65+,WHITE,F,,,,,,,,,3208
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,BLACK,FELONY,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,25-44,UNKNOWN,U,25-44,BLACK,M,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,3209
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,UNKNOWN,M,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK,3210
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,18-24,ASIAN / PACIFIC ISLANDER,F,18-24,ASIAN / PACIFIC ISLANDER,F,,,,,,,,,3211
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,ASSAULT 3,25-44,M,ASIAN / PACIFIC ISLANDER,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",OTHER,(null),(null),(null),UNKNOWN,UNKNOWN,D,,,,,,,,,3212
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,ASIAN / PACIFIC ISLANDER,MISDEMEANOR,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",RESIDENCE-HOUSE,(null),(null),(null),45-64,WHITE,M,,,,,,,,,3213
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE-HOUSE,(null),(null),(null),25-44,WHITE,F,,,,,,,,,3214
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3215
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3216
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,ASIAN / PACIFIC ISLANDER,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE-HOUSE,(null),(null),(null),45-64,ASIAN / PACIFIC ISLANDER,M,,,,,,,,,3217
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,45-64,UNKNOWN,M,65+,WHITE,F,,FALSE,25-44,M,BLACK,25-44,M,BLACK,3218
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,<18,M,BLACK,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,ASIAN / PACIFIC ISLANDER,F,65+,ASIAN / PACIFIC ISLANDER,F,,FALSE,,,,<18,M,BLACK HISPANIC,3219
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,"BURGLARY, TRUCK UNKNOWN TIME",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,,,,,,,,,3220
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,ASIAN / PACIFIC ISLANDER,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",STREET,25-44,BLACK,M,18-24,BLACK HISPANIC,M,,,,,,,,,3221
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,ASIAN / PACIFIC ISLANDER,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,25-44,ASIAN / PACIFIC ISLANDER,M,45-64,WHITE,M,,,,,,,,,3222
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,ASIAN / PACIFIC ISLANDER,,,,,,,,,,,FALSE,18-24,M,BLACK,18-24,M,BLACK,3223
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",25-44,M,ASIAN / PACIFIC ISLANDER,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,(null),(null),(null),65+,UNKNOWN,F,,,,,,,,,3224
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,FELONY,"BURGLARY,COMMERCIAL,NIGHT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,,TRUE,,,,45-64,M,ASIAN / PACIFIC ISLANDER,3258
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"NY STATE LAWS,UNCLASSIFIED VIOLATION",25-44,M,BLACK,MISDEMEANOR,ASSAULT 3,RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,F,,FALSE,25-44,M,BLACK,25-44,M,BLACK,3259
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,UNKNOWN,UNKNOWN,D,BAR/NIGHT CLUB,FALSE,45-64,M,BLACK HISPANIC,18-24,M,BLACK,3260
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,,FALSE,25-44,M,BLACK,25-44,F,BLACK,3261
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,FELONY,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,25-44,WHITE,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,3262
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",45-64,M,BLACK,FELONY,"LARCENY,GRAND BY DISHONEST EMP",HOSPITAL,25-44,BLACK HISPANIC,M,UNKNOWN,UNKNOWN,D,,,,,,,,,3263
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,,,,,,,,,,,,,,,,,,3265
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",25-44,M,BLACK,FELONY,UNAUTHORIZED USE VEHICLE 3,COMMERCIAL BUILDING,45-64,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,M,,,,,,,,,3266
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,PASSENGER VEHICLE,"TRESPASS 3, CRIMINAL",25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",GAS STATION,(null),(null),(null),25-44,ASIAN / PACIFIC ISLANDER,M,,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,3267
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",STORAGE FACILITY,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,,,,,,,,,3268
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT BY CREDIT CARD U",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,,,,,,,,,3269
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F,,,,,,,,,3270
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3271
Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,UNKNOWN,WHITE HISPANIC,F,25-44,WHITE,M,MULTI DWELL - APT BUILD,FALSE,45-64,M,BLACK HISPANIC,45-64,F,BLACK HISPANIC,3272
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE-HOUSE,UNKNOWN,WHITE HISPANIC,M,25-44,WHITE HISPANIC,M,,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,3273
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,25-44,BLACK,F,45-64,WHITE HISPANIC,M,,,,,,,,,3274
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,,FALSE,,,,25-44,M,BLACK,3275
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,25-44,ASIAN / PACIFIC ISLANDER,F,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,18-24,M,BLACK,3276
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,,FALSE,,,,25-44,M,BLACK,3277
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE HISPANIC,F,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK,3278
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,,FALSE,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,3279
Following Too Closely,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT FROM AUTO",STREET,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,M,,FALSE,,,,18-24,M,BLACK HISPANIC,3280
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,,,,,,,,,,,,,,,,,3281
Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,3282
Following Too Closely,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,<18,M,BLACK,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,18-24,BLACK,M,UNKNOWN,UNKNOWN,E,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,45-64,M,ASIAN / PACIFIC ISLANDER,3283
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT OF VEHICLE ACCES",RESIDENCE-HOUSE,(null),(null),(null),25-44,ASIAN / PACIFIC ISLANDER,M,,,,,,,,,3284
Following Too Closely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,ASSAULT 3,25-44,M,ASIAN / PACIFIC ISLANDER,FELONY,"BURGLARY,RESIDENCE,UNKNOWN TIM",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC,3285
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,ASIAN / PACIFIC ISLANDER,,,,,,,,,,,,,,,,,,3286
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",STREET,(null),(null),(null),UNKNOWN,UNKNOWN,D,,,,,,,,,3287
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,E,,,,,,,,,3288
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,ASIAN / PACIFIC ISLANDER,,,,,,,,,,,,,,,,,,3289
